"COUNTRY","Country","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"COL","Colombia","MEDIAN","Median","2012","2012","PC","Percentage","0","Units",,,83.9555555555556,,
"COL","Colombia","MEDIAN","Median","2013","2013","PC","Percentage","0","Units",,,84.0142517814728,,
"COL","Colombia","MEDIAN","Median","2014","2014","PC","Percentage","0","Units",,,82.1333333333333,,
"COL","Colombia","MEDIAN","Median","2015","2015","PC","Percentage","0","Units",,,82.6089743589744,,
"COL","Colombia","MEDIAN","Median","2016","2016","PC","Percentage","0","Units",,,85.6464596273292,,
"COL","Colombia","MEDIAN","Median","2017","2017","PC","Percentage","0","Units",,,85.5324057971014,,
"COL","Colombia","MEDIAN","Median","2018","2018","PC","Percentage","0","Units",,,86.8046666666667,,
"COL","Colombia","MEDIAN","Median","2019","2019","PC","Percentage","0","Units",,,87.1701052631579,,
"COL","Colombia","MEDIAN","Median","2020","2020","PC","Percentage","0","Units",,,90.6509122203098,,
"COL","Colombia","MEDIAN","Median","2021","2021","PC","Percentage","0","Units",,,90.8526,,
"COL","Colombia","MEDIAN","Median","2022","2022","PC","Percentage","0","Units",,,89.8876404494382,,
"CRI","Costa Rica","MEAN","Mean","2010","2010","PC","Percentage","0","Units",,,61.1223395660252,,
"CRI","Costa Rica","MEAN","Mean","2011","2011","PC","Percentage","0","Units",,,60.3164151843882,,
"CRI","Costa Rica","MEAN","Mean","2012","2012","PC","Percentage","0","Units",,,63.7513118028834,,
"CRI","Costa Rica","MEAN","Mean","2013","2013","PC","Percentage","0","Units",,,64.3468187574597,,
"CRI","Costa Rica","MEAN","Mean","2014","2014","PC","Percentage","0","Units",,,60.2485306614591,,
"CRI","Costa Rica","MEAN","Mean","2015","2015","PC","Percentage","0","Units",,,61.9033272270208,,
"CRI","Costa Rica","MEAN","Mean","2016","2016","PC","Percentage","0","Units",,,61.4000471930306,,
"CRI","Costa Rica","MEAN","Mean","2017","2017","PC","Percentage","0","Units",,,62.1508819916713,,
"CRI","Costa Rica","MEAN","Mean","2018","2018","PC","Percentage","0","Units",,,62.1334926131225,,
"CRI","Costa Rica","MEAN","Mean","2019","2019","PC","Percentage","0","Units",,,61.2584935889332,,
"CRI","Costa Rica","MEAN","Mean","2020","2020","PC","Percentage","0","Units",,,65.0279002295828,,
"CRI","Costa Rica","MEAN","Mean","2021","2021","PC","Percentage","0","Units",,,69.0255500523083,,
"CRI","Costa Rica","MEAN","Mean","2022","2022","PC","Percentage","0","Units",,,69.3813670348735,,
"CRI","Costa Rica","MEDIAN","Median","2010","2010","PC","Percentage","0","Units",,,75.2740563784044,,
"CRI","Costa Rica","MEDIAN","Median","2011","2011","PC","Percentage","0","Units",,,76.5784018998202,,
"CRI","Costa Rica","MEDIAN","Median","2012","2012","PC","Percentage","0","Units",,,78.1661538461539,,
"CRI","Costa Rica","MEDIAN","Median","2013","2013","PC","Percentage","0","Units",,,76.8238095238095,,
"CRI","Costa Rica","MEDIAN","Median","2014","2014","PC","Percentage","0","Units",,,74.6227691428572,,
"CRI","Costa Rica","MEDIAN","Median","2015","2015","PC","Percentage","0","Units",,,76.6423076923077,,
"CRI","Costa Rica","MEDIAN","Median","2016","2016","PC","Percentage","0","Units",,,77.5007515762927,,
"CRI","Costa Rica","MEDIAN","Median","2017","2017","PC","Percentage","0","Units",,,75.316294117647,,
"CRI","Costa Rica","MEDIAN","Median","2018","2018","PC","Percentage","0","Units",,,75.6629134615386,,
"CRI","Costa Rica","MEDIAN","Median","2019","2019","PC","Percentage","0","Units",,,76.5527944572748,,
"CRI","Costa Rica","MEDIAN","Median","2020","2020","PC","Percentage","0","Units",,,78.8914285714286,,
"CRI","Costa Rica","MEDIAN","Median","2021","2021","PC","Percentage","0","Units",,,88.3098833333333,,
"CRI","Costa Rica","MEDIAN","Median","2022","2022","PC","Percentage","0","Units",,,87.9169327313771,,
"HRV","Croatia","MEAN","Mean","2010","2010","PC","Percentage","0","Units",,,37.7414102606846,,
"HRV","Croatia","MEAN","Mean","2014","2014","PC","Percentage","0","Units",,,37.9542008624103,,
"HRV","Croatia","MEAN","Mean","2018","2018","PC","Percentage","0","Units",,,38.5770217504771,,
"HRV","Croatia","MEAN","Mean","2019","2019","PC","Percentage","0","Units",,,39.7081173582058,,
"HRV","Croatia","MEAN","Mean","2020","2020","PC","Percentage","0","Units",,,40.0150895659983,,
"HRV","Croatia","MEAN","Mean","2021","2021","PC","Percentage","0","Units",,,40.1861796943425,,
"HRV","Croatia","MEAN","Mean","2022","2022","PC","Percentage","0","Units",,,40.9184503675135,,
"HRV","Croatia","MEDIAN","Median","2010","2010","PC","Percentage","0","Units",,,45.3861482381531,,
"HRV","Croatia","MEDIAN","Median","2014","2014","PC","Percentage","0","Units",,,44.5061111111111,,
"HRV","Croatia","MEDIAN","Median","2018","2018","PC","Percentage","0","Units",,,45.5684630738523,,
"HRV","Croatia","MEDIAN","Median","2019","2019","PC","Percentage","0","Units",,,46.2046179577412,,
"HRV","Croatia","MEDIAN","Median","2020","2020","PC","Percentage","0","Units",,,45.8010311606659,,
"HRV","Croatia","MEDIAN","Median","2021","2021","PC","Percentage","0","Units",,,46.0695500223217,,
"HRV","Croatia","MEDIAN","Median","2022","2022","PC","Percentage","0","Units",,,46.6187364802817,,
